ID ligne,ID commande,Année de la commande,Mois de la commande,Jour de la commande,Année de la livraison,Mois de la livraison,Jour de la livraison,Mode d'expédition,ID client,Nom du client,Segment,Ville,État/Province,Pays\Région,Région de vente,ID produit,Catégorie,Sous-catégorie,Remise,Produit,Montant des ventes,Quantité,Profit
9943,MX-2017-109547,2017,10,5,2017,10,11,Tarif normal,HB-15820,Hernando Baeza,Grand public,Zapopan,Jalisco,Mexique,LATAM - Nord,OFF-BI-10001249,Fournitures de bureau,Classeurs,0,"Acco Hole Reinforcements, Recycled",478,5,109
9944,MX-2017-109547,2017,10,5,2017,10,11,Tarif normal,HB-15820,Hernando Baeza,Grand public,Zapopan,Jalisco,Mexique,LATAM - Nord,OFF-LA-10004285,Fournitures de bureau,Étiquettes,0,"Smead Legal Exhibit Labels, Laser Printer Compatible",787,5,377
9945,MX-2016-166842,2016,1,3,2016,1,7,Tarif normal,EP-13780,Elena Padrón,Grand public,Milpa Alta,Distrito Federal,Mexique,LATAM - Nord,FUR-CH-10003249,Mobilier,Chaises,0,"Office Star Steel Folding Chair, Black",465.6,4,97.6
9946,MX-2018-166541,2018,10,2,2018,10,7,Tarif normal,MA-18850,Miguelina Agosto,Grand public,Ciudad Juárez,Chihuahua,Mexique,LATAM - Nord,OFF-FA-10000179,Fournitures de bureau,Éléments de fixation,0,"Advantus Paper Clips, Metal",397,5,51
9947,MX-2018-166541,2018,10,2,2018,10,7,Tarif normal,MA-18850,Miguelina Agosto,Grand public,Ciudad Juárez,Chihuahua,Mexique,LATAM - Nord,OFF-EN-10004970,Fournitures de bureau,Enveloppes,0,"GlobeWeis Peel and Seal, Security-Tint",1682,5,740
9948,MX-2018-166541,2018,10,2,2018,10,7,Tarif normal,MA-18850,Miguelina Agosto,Grand public,Ciudad Juárez,Chihuahua,Mexique,LATAM - Nord,TEC-CO-10000178,Produits technologiques,Photocopieurs,0,"Hewlett Ink, Laser",5408.2,7,2378.6
9949,MX-2018-166541,2018,10,2,2018,10,7,Tarif normal,MA-18850,Miguelina Agosto,Grand public,Ciudad Juárez,Chihuahua,Mexique,LATAM - Nord,OFF-FA-10002047,Fournitures de bureau,Éléments de fixation,0,"Stockwell Push Pins, Bulk Pack",669.6,2,207.2
9950,MX-2018-166541,2018,10,2,2018,10,7,Tarif normal,MA-18850,Miguelina Agosto,Grand public,Ciudad Juárez,Chihuahua,Mexique,LATAM - Nord,FUR-CH-10004790,Mobilier,Chaises,0,"Office Star Bag Chairs, Black",131.8,1,13
9951,MX-2018-166541,2018,10,2,2018,10,7,Tarif normal,MA-18850,Miguelina Agosto,Grand public,Ciudad Juárez,Chihuahua,Mexique,LATAM - Nord,OFF-AR-10000799,Fournitures de bureau,Art,0,"Sanford Highlighters, Easy-Erase",406,2,105.2
9952,MX-2018-166541,2018,10,2,2018,10,7,Tarif normal,MA-18850,Miguelina Agosto,Grand public,Ciudad Juárez,Chihuahua,Mexique,LATAM - Nord,TEC-PH-10003620,Produits technologiques,Téléphones,0,"Apple Signal Booster, Cordless",4051.2,4,526.4
9953,MX-2018-166541,2018,10,2,2018,10,7,Tarif normal,MA-18850,Miguelina Agosto,Grand public,Ciudad Juárez,Chihuahua,Mexique,LATAM - Nord,OFF-LA-10000519,Fournitures de bureau,Étiquettes,0,"Novimex File Folder Labels, Laser Printer Compatible",600,3,144
9954,MX-2018-166541,2018,10,2,2018,10,7,Tarif normal,MA-18850,Miguelina Agosto,Grand public,Ciudad Juárez,Chihuahua,Mexique,LATAM - Nord,TEC-PH-10003963,Produits technologiques,Téléphones,0,"Apple Signal Booster, Full Size",7471.8,9,3585.6
9955,MX-2018-166541,2018,10,2,2018,10,7,Tarif normal,MA-18850,Miguelina Agosto,Grand public,Ciudad Juárez,Chihuahua,Mexique,LATAM - Nord,OFF-ST-10004035,Fournitures de bureau,Stockage,0.2,"Rogers Box, Wire Frame",2677.44,6,200.64
9956,MX-2018-166541,2018,10,2,2018,10,7,Tarif normal,MA-18850,Miguelina Agosto,Grand public,Ciudad Juárez,Chihuahua,Mexique,LATAM - Nord,TEC-PH-10001573,Produits technologiques,Téléphones,0,"Nokia Smart Phone, with Caller ID",3417.2,2,1366.8
9957,MX-2018-166541,2018,10,2,2018,10,7,Tarif normal,MA-18850,Miguelina Agosto,Grand public,Ciudad Juárez,Chihuahua,Mexique,LATAM - Nord,OFF-EN-10000788,Fournitures de bureau,Enveloppes,0,"Jiffy Manila Envelope, Security-Tint",249.2,2,2.4
9958,MX-2018-166541,2018,10,2,2018,10,7,Tarif normal,MA-18850,Miguelina Agosto,Grand public,Ciudad Juárez,Chihuahua,Mexique,LATAM - Nord,TEC-PH-10001557,Produits technologiques,Téléphones,0,"Apple Speaker Phone, VoIP",1692,3,253.8
9959,SV-2015-109169,2015,7,29,2015,7,31,J+2,RA-20530,Romero Arévalo,Grand public,Soyapango,San Salvador,Le Salvador,LATAM - Centre,OFF-FA-10002350,Fournitures de bureau,Éléments de fixation,0,"OIC Staples, Assorted Sizes",1206.4,4,409.6
9960,SV-2015-109169,2015,7,29,2015,7,31,J+2,RA-20530,Romero Arévalo,Grand public,Soyapango,San Salvador,Le Salvador,LATAM - Centre,OFF-ST-10000632,Fournitures de bureau,Stockage,0.2,"Rogers Shelving, Single Width",13126.4,5,3773.4
9961,HN-2017-111549,2017,7,12,2017,7,17,Tarif normal,HC-15835,Humberto Chavarría,Grand public,Tegucigalpa,Francisco Morazán,Honduras,LATAM - Centre,OFF-AP-10001568,Fournitures de bureau,Électroménager,0.4,"Hamilton Beach Toaster, Silver",37.08,1,-16.72
9962,HN-2018-126032,2018,9,19,2018,9,23,Tarif normal,CO-12490,Carmelo Ortega,Entreprise,San Pedro Sula,Cortés,Honduras,LATAM - Centre,OFF-LA-10000379,Fournitures de bureau,Étiquettes,0.4,"Harbour Creations Legal Exhibit Labels, 5000 Label Set",946.08,6,-268.32
9963,NI-2018-131464,2018,8,9,2018,8,14,J+2,AO-10405,Augusto Olivares,Entreprise,Managua,Managua,Nicaragua,LATAM - Centre,OFF-BI-10001685,Fournitures de bureau,Classeurs,0,"Avery Index Tab, Durable",277.8,3,75
9964,HN-2018-155845,2018,7,25,2018,7,30,Tarif normal,OM-19765,Osmundo Montes,Entreprise,Choloma,Cortés,Honduras,LATAM - Centre,TEC-CO-10003516,Produits technologiques,Photocopieurs,0.402,"Sharp Ink, High-Speed",1759.91,3,-742.086
9965,CL-2017-144855,2017,12,17,2017,12,22,Tarif normal,FV-14620,Flavia Valles,Entreprise,Osorno,Los Lagos,Chili,LATAM - Sud,OFF-AR-10001777,Fournitures de bureau,Art,0,"Binney & Smith Sketch Pad, Water Color",24235.4,7,242.2
9966,CL-2017-144855,2017,12,17,2017,12,22,Tarif normal,FV-14620,Flavia Valles,Entreprise,Osorno,Los Lagos,Chili,LATAM - Sud,OFF-ST-10000486,Fournitures de bureau,Stockage,0,"Rogers Trays, Industrial",6582.4,8,1380.8
9967,HN-2017-166457,2017,10,24,2017,10,30,Tarif normal,ES-14515,Eulalia Sánchez,Grand public,San Pedro Sula,Cortés,Honduras,LATAM - Centre,OFF-FA-10003836,Fournitures de bureau,Éléments de fixation,0.4,"Stockwell Rubber Bands, 12 Pack",1143.24,7,-57.96
9968,HN-2017-166457,2017,10,24,2017,10,30,Tarif normal,ES-14515,Eulalia Sánchez,Grand public,San Pedro Sula,Cortés,Honduras,LATAM - Centre,OFF-AR-10003658,Fournitures de bureau,Art,0.4,"Boston Markers, Water Color",79.92,3,-50.88
9969,SV-2017-105242,2017,6,12,2017,6,18,Tarif normal,IL-16390,Ignacio Liébanas,Entreprise,Sonsonate,Sonsonate,Le Salvador,LATAM - Centre,OFF-AP-10002413,Fournitures de bureau,Électroménager,0,"Breville Coffee Grinder, Black",142.4,4,4
9970,SV-2017-105242,2017,6,12,2017,6,18,Tarif normal,IL-16390,Ignacio Liébanas,Entreprise,Sonsonate,Sonsonate,Le Salvador,LATAM - Centre,OFF-SU-10000925,Fournitures de bureau,Fournitures,0,"Acme Shears, Easy Grip",12272,4,5276.8
9971,SV-2017-105242,2017,6,12,2017,6,18,Tarif normal,IL-16390,Ignacio Liébanas,Entreprise,Sonsonate,Sonsonate,Le Salvador,LATAM - Centre,OFF-BI-10000341,Fournitures de bureau,Classeurs,0,"Ibico Binding Machine, Recycled",219,3,81
9972,SV-2017-105242,2017,6,12,2017,6,18,Tarif normal,IL-16390,Ignacio Liébanas,Entreprise,Sonsonate,Sonsonate,Le Salvador,LATAM - Centre,FUR-BO-10003007,Mobilier,Bibliothèques,0,"Ikea Stackable Bookrack, Metal",2486.4,7,123.2
9973,BR-2016-106243,2016,6,23,2016,6,28,Tarif normal,LL-17845,Lidia Laureano,Grand public,Macapá,Amapá,Brésil,LATAM - Sud,OFF-ST-10000872,Fournitures de bureau,Stockage,0.2,"Fellowes File Cart, Single Width",5518.72,2,689.52
9974,HN-2018-131954,2018,11,21,2018,11,23,Prioritaire,DS-13315,Dafne Sedillo,Grand public,Tegucigalpa,Francisco Morazán,Honduras,LATAM - Centre,OFF-EN-10003271,Fournitures de bureau,Enveloppes,0.4,"Ames Peel and Seal, Security-Tint",387.36,6,-103.44
9975,HN-2018-131954,2018,11,21,2018,11,23,Prioritaire,DS-13315,Dafne Sedillo,Grand public,Tegucigalpa,Francisco Morazán,Honduras,LATAM - Centre,OFF-BI-10004328,Fournitures de bureau,Classeurs,0.4,"Wilson Jones Binding Machine, Economy",398.64,2,-46.56
9976,HN-2018-131954,2018,11,21,2018,11,23,Prioritaire,DS-13315,Dafne Sedillo,Grand public,Tegucigalpa,Francisco Morazán,Honduras,LATAM - Centre,OFF-ST-10002566,Fournitures de bureau,Stockage,0.4,"Tenex Lockers, Wire Frame",703.2,4,-468.8
9977,HN-2018-131954,2018,11,21,2018,11,23,Prioritaire,DS-13315,Dafne Sedillo,Grand public,Tegucigalpa,Francisco Morazán,Honduras,LATAM - Centre,FUR-CH-10002991,Mobilier,Chaises,0.4,"Novimex Steel Folding Chair, Adjustable",1583.28,2,-1029.52
9978,HN-2018-131954,2018,11,21,2018,11,23,Prioritaire,DS-13315,Dafne Sedillo,Grand public,Tegucigalpa,Francisco Morazán,Honduras,LATAM - Centre,FUR-BO-10004445,Mobilier,Bibliothèques,0.4,"Bush Stackable Bookrack, Pine",2265.6,4,-1472.8
9979,HN-2018-131954,2018,11,21,2018,11,23,Prioritaire,DS-13315,Dafne Sedillo,Grand public,Tegucigalpa,Francisco Morazán,Honduras,LATAM - Centre,OFF-EN-10002736,Fournitures de bureau,Enveloppes,0.4,"Cameo Clasp Envelope, with clear poly window",266.28,7,35.28
9981,VE-2018-102106,2018,6,30,2018,7,3,Prioritaire,CS-12655,Cintia Salgado,Bureau à domicile,San José de Guanipa,Anzoátegui,Venezuela,LATAM - Sud,OFF-ST-10000710,Fournitures de bureau,Stockage,0.7,"Smead Shelving, Blue",5145.48,3,-7203.72
9982,VE-2018-102106,2018,6,30,2018,7,3,Prioritaire,CS-12655,Cintia Salgado,Bureau à domicile,San José de Guanipa,Anzoátegui,Venezuela,LATAM - Sud,OFF-ST-10003111,Fournitures de bureau,Stockage,0.4,"Eldon Trays, Single Width",210.96,2,-14.24
9983,MX-2017-108616,2017,11,12,2017,11,14,J+2,CÁ-13135,Cintia Álvarez,Grand public,Tulancingo,Hidalgo,Mexique,LATAM - Nord,FUR-FU-10004289,Mobilier,Meubles,0,"Deflect-O Stacking Tray, Black",532.8,3,74.4
9984,MX-2016-108161,2016,9,11,2016,9,14,Prioritaire,NL-19480,Nuncio Lugo,Grand public,Ciudad Madero,Tamaulipas,Mexique,LATAM - Nord,OFF-AR-10003113,Fournitures de bureau,Art,0,"Binney & Smith Pens, Blue",312.8,4,124.8
9985,MX-2018-164308,2018,6,6,2018,6,12,Tarif normal,LV-18145,Lidia Villaseñor,Grand public,Ciudad de México,Distrito Federal,Mexique,LATAM - Nord,OFF-BI-10000341,Fournitures de bureau,Classeurs,0,"Ibico Binding Machine, Recycled",73,1,27
9986,MX-2017-110828,2017,3,8,2017,3,13,Tarif normal,VZ-21685,Valerio Zayas,Bureau à domicile,Monclova,Coahuila,Mexique,LATAM - Nord,TEC-AC-10004883,Produits technologiques,Accessoires,0,"Enermax Keyboard, Programmable",3754,5,976
9987,MX-2018-101441,2018,11,28,2018,11,30,Prioritaire,NM-19390,Nidia Mena,Grand public,Torreón,Coahuila,Mexique,LATAM - Nord,TEC-PH-10004263,Produits technologiques,Téléphones,0,"Cisco Signal Booster, with Caller ID",5368,11,858
9988,SV-2018-105641,2018,8,5,2018,8,12,Tarif normal,VM-21625,Víctor Morales,Grand public,Cuscatancingo,San Salvador,Le Salvador,LATAM - Centre,FUR-CH-10002085,Mobilier,Chaises,0,"Novimex Steel Folding Chair, Red",2683.2,3,885
9989,MX-2017-117198,2017,2,1,2017,2,3,J+2,JD-16900,Josué Delgado,Grand public,Ciudad de México,Distrito Federal,Mexique,LATAM - Nord,OFF-ST-10002608,Fournitures de bureau,Stockage,0.4,"Eldon Box, Industrial",302.4,3,-55.8
9990,MX-2017-117198,2017,2,1,2017,2,3,J+2,JD-16900,Josué Delgado,Grand public,Ciudad de México,Distrito Federal,Mexique,LATAM - Nord,TEC-PH-10002564,Produits technologiques,Téléphones,0,"Motorola Signal Booster, Full Size",1305.6,3,300
9991,MX-2017-117198,2017,2,1,2017,2,3,J+2,JD-16900,Josué Delgado,Grand public,Ciudad de México,Distrito Federal,Mexique,LATAM - Nord,TEC-AC-10000140,Produits technologiques,Accessoires,0.2,"Enermax Numeric Keypad, Bluetooth",2445.6,5,-275.4
9992,MX-2017-117198,2017,2,1,2017,2,3,J+2,JD-16900,Josué Delgado,Grand public,Ciudad de México,Distrito Federal,Mexique,LATAM - Nord,OFF-EN-10003381,Fournitures de bureau,Enveloppes,0,"Cameo Manila Envelope, Security-Tint",688.8,7,274.4
9994,MX-2018-132738,2018,6,21,2018,6,21,Le même jour,PR-19990,Patricio Romo,Grand public,Guadalajara,Jalisco,Mexique,LATAM - Nord,OFF-AR-10001269,Fournitures de bureau,Art,0,"BIC Markers, Water Color",838.2,11,393.8
9995,BR-2017-164077,2017,9,28,2017,10,2,Tarif normal,CV-13000,Cristina Vázquez,Grand public,Araranguá,Santa Catarina,Brésil,LATAM - Sud,OFF-FA-10001680,Fournitures de bureau,Éléments de fixation,0.6,"OIC Push Pins, Metal",224.48,2,-123.52
9996,BR-2017-164077,2017,9,28,2017,10,2,Tarif normal,CV-13000,Cristina Vázquez,Grand public,Araranguá,Santa Catarina,Brésil,LATAM - Sud,TEC-PH-10000647,Produits technologiques,Téléphones,0.6,"Samsung Office Telephone, VoIP",1378.56,3,-413.64
9997,BR-2017-164077,2017,9,28,2017,10,2,Tarif normal,CV-13000,Cristina Vázquez,Grand public,Araranguá,Santa Catarina,Brésil,LATAM - Sud,OFF-LA-10004332,Fournitures de bureau,Étiquettes,0.6,"Novimex File Folder Labels, Adjustable",389.44,4,-389.76
9998,BR-2017-164077,2017,9,28,2017,10,2,Tarif normal,CV-13000,Cristina Vázquez,Grand public,Araranguá,Santa Catarina,Brésil,LATAM - Sud,TEC-CO-10001629,Produits technologiques,Photocopieurs,0.6,"Sharp Copy Machine, Color",1366.08,2,-1912.72
9999,BR-2017-164077,2017,9,28,2017,10,2,Tarif normal,CV-13000,Cristina Vázquez,Grand public,Araranguá,Santa Catarina,Brésil,LATAM - Sud,FUR-TA-10000323,Mobilier,Tables,0.6,"Lesro Round Table, Fully Assembled",48.24,3,-37.56
10000,BR-2017-108413,2017,3,6,2017,3,13,Tarif normal,TR-21250,Trinidad Rubio,Grand public,Quixadá,Ceará,Brésil,LATAM - Sud,OFF-BI-10001621,Fournitures de bureau,Classeurs,0.6,"Cardinal Binding Machine, Economy",83.04,3,-29.16
10001,BR-2017-108413,2017,3,6,2017,3,13,Tarif normal,TR-21250,Trinidad Rubio,Grand public,Quixadá,Ceará,Brésil,LATAM - Sud,OFF-SU-10002419,Fournitures de bureau,Fournitures,0.6,"Fiskars Letter Opener, Easy Grip",842.56,4,-759.04
10002,BR-2018-129882,2018,9,24,2018,10,1,Tarif normal,MG-18910,Mireia Garay,Bureau à domicile,Barreirinhas,Maranhão,Brésil,LATAM - Sud,OFF-FA-10001097,Fournitures de bureau,Éléments de fixation,0.6,"Accos Paper Clips, Assorted Sizes",320.4,3,-104.4
10003,BR-2018-148677,2018,10,18,2018,10,23,Tarif normal,HV-15625,Heriberto Valderas,Grand public,Vassouras,Río de Janeiro,Brésil,LATAM - Sud,FUR-FU-10003651,Mobilier,Meubles,0.6,"Deflect-O Stacking Tray, Erganomic",530.56,4,-438.24
10004,BR-2018-148677,2018,10,18,2018,10,23,Tarif normal,HV-15625,Heriberto Valderas,Grand public,Vassouras,Río de Janeiro,Brésil,LATAM - Sud,OFF-BI-10000620,Fournitures de bureau,Classeurs,0.6,"Wilson Jones Index Tab, Economy",51.76,1,-67.44
10005,BR-2017-124737,2017,6,27,2017,7,2,Tarif normal,FA-14800,Florencio Anguiano,Entreprise,Presidente Dutra,Maranhão,Brésil,LATAM - Sud,OFF-EN-10004491,Fournitures de bureau,Enveloppes,0.6,"Cameo Manila Envelope, Recycled",125.6,2,-128.8
10006,BR-2017-124737,2017,6,27,2017,7,2,Tarif normal,FA-14800,Florencio Anguiano,Entreprise,Presidente Dutra,Maranhão,Brésil,LATAM - Sud,OFF-ST-10001547,Fournitures de bureau,Stockage,0.6,"Rogers Lockers, Industrial",2055.2,7,-2518.6
10007,BR-2017-124737,2017,6,27,2017,7,2,Tarif normal,FA-14800,Florencio Anguiano,Entreprise,Presidente Dutra,Maranhão,Brésil,LATAM - Sud,OFF-EN-10004296,Fournitures de bureau,Enveloppes,0.6,"GlobeWeis Mailers, Security-Tint",267.84,2,-194.56
10008,BR-2017-124737,2017,6,27,2017,7,2,Tarif normal,FA-14800,Florencio Anguiano,Entreprise,Presidente Dutra,Maranhão,Brésil,LATAM - Sud,OFF-EN-10004150,Fournitures de bureau,Enveloppes,0.6,"GlobeWeis Business Envelopes, Recycled",58.56,3,-77.64
10009,BR-2017-155803,2017,12,20,2017,12,26,Tarif normal,HS-15610,Higinio Suárez,Entreprise,Presidente Dutra,Maranhão,Brésil,LATAM - Sud,OFF-SU-10002379,Fournitures de bureau,Fournitures,0.6,"Fiskars Letter Opener, High Speed",1367.36,4,-410.24
10010,BR-2017-113929,2017,10,30,2017,11,3,J+2,TG-21055,Tamara González,Grand public,Indaial,Santa Catarina,Brésil,LATAM - Sud,TEC-AC-10004808,Produits technologiques,Accessoires,0.6,"Memorex Router, Erganomic",108,1,-102.6
10011,BR-2017-113929,2017,10,30,2017,11,3,J+2,TG-21055,Tamara González,Grand public,Indaial,Santa Catarina,Brésil,LATAM - Sud,OFF-LA-10000604,Fournitures de bureau,Étiquettes,0.6,"Harbour Creations Color Coded Labels, Laser Printer Compatible",828,9,-579.6
10012,BR-2018-126081,2018,10,3,2018,10,8,Tarif normal,DG-13195,Damiana Guardado,Entreprise,Presidente Dutra,Maranhão,Brésil,LATAM - Sud,OFF-AR-10000584,Fournitures de bureau,Art,0.6,"Sanford Pencil Sharpener, Water Color",404.4,3,-404.4
10013,BR-2016-113131,2016,9,27,2016,9,30,Prioritaire,RD-20215,Ramiro Dávila,Grand public,Surubim,Pernambuco,Brésil,LATAM - Sud,OFF-ST-10002172,Fournitures de bureau,Stockage,0.6,"Fellowes Trays, Blue",1207.44,9,-1359.36
10014,BR-2018-109617,2018,6,18,2018,6,25,Tarif normal,SO-20650,Sabina Ornelas,Entreprise,Pontes e Lacerda,Mato Grosso,Brésil,LATAM - Sud,TEC-MA-10004814,Produits technologiques,Machines,0.602,"Panasonic Inkjet, White",1300.82,2,-1313.9768
10015,BR-2018-109617,2018,6,18,2018,6,25,Tarif normal,SO-20650,Sabina Ornelas,Entreprise,Pontes e Lacerda,Mato Grosso,Brésil,LATAM - Sud,FUR-BO-10001039,Mobilier,Bibliothèques,0.6,"Dania Classic Bookcase, Traditional",320,5,-136
10016,BR-2017-127586,2017,5,25,2017,6,1,Tarif normal,PC-20050,Plácido Calvillo,Bureau à domicile,Limoeiro do Norte,Ceará,Brésil,LATAM - Sud,OFF-AR-10000715,Fournitures de bureau,Art,0.6,"Boston Markers, Blue",941.92,7,-1201.48
10017,BR-2017-127586,2017,5,25,2017,6,1,Tarif normal,PC-20050,Plácido Calvillo,Bureau à domicile,Limoeiro do Norte,Ceará,Brésil,LATAM - Sud,OFF-BI-10001723,Fournitures de bureau,Classeurs,0.6,"Avery Binder, Clear",145.6,4,-105.6
10019,BR-2017-127586,2017,5,25,2017,6,1,Tarif normal,PC-20050,Plácido Calvillo,Bureau à domicile,Limoeiro do Norte,Ceará,Brésil,LATAM - Sud,FUR-FU-10004152,Mobilier,Meubles,0.6,"Eldon Photo Frame, Erganomic",128.48,2,-35.52
10020,BR-2017-127586,2017,5,25,2017,6,1,Tarif normal,PC-20050,Plácido Calvillo,Bureau à domicile,Limoeiro do Norte,Ceará,Brésil,LATAM - Sud,OFF-AR-10001607,Fournitures de bureau,Art,0.6,"Stanley Pencil Sharpener, Water Color",1015.2,5,-1497.8
10021,BR-2017-127586,2017,5,25,2017,6,1,Tarif normal,PC-20050,Plácido Calvillo,Bureau à domicile,Limoeiro do Norte,Ceará,Brésil,LATAM - Sud,TEC-MA-10002771,Produits technologiques,Machines,0.602,"StarTech Inkjet, White",6268.02,8,-9167.1776
10022,BR-2017-127586,2017,5,25,2017,6,1,Tarif normal,PC-20050,Plácido Calvillo,Bureau à domicile,Limoeiro do Norte,Ceará,Brésil,LATAM - Sud,FUR-FU-10001691,Mobilier,Meubles,0.6,"Deflect-O Photo Frame, Black",69.44,1,-41.76
10023,BR-2018-105963,2018,5,15,2018,5,18,Prioritaire,DC-13525,David Caraballo,Entreprise,Pirapora,Minas Gerais,Brésil,LATAM - Sud,OFF-LA-10003084,Fournitures de bureau,Étiquettes,0.6,"Avery File Folder Labels, Alphabetical",1202.88,14,-513.52
10024,BR-2018-105963,2018,5,15,2018,5,18,Prioritaire,DC-13525,David Caraballo,Entreprise,Pirapora,Minas Gerais,Brésil,LATAM - Sud,OFF-LA-10000519,Fournitures de bureau,Étiquettes,0.6,"Novimex File Folder Labels, Laser Printer Compatible",552.72,7,-291.48
10025,BR-2018-105963,2018,5,15,2018,5,18,Prioritaire,DC-13525,David Caraballo,Entreprise,Pirapora,Minas Gerais,Brésil,LATAM - Sud,OFF-LA-10000648,Fournitures de bureau,Étiquettes,0.6,"Harbour Creations Round Labels, Alphabetical",363.2,4,-227.2
10026,BR-2018-154564,2018,7,4,2018,7,7,J+2,RC-20440,Reinaldo Córdova,Entreprise,Pilar,Alagoas,Brésil,LATAM - Sud,OFF-ST-10000988,Fournitures de bureau,Stockage,0.6,"Fellowes Folders, Blue",2117.28,3,-529.32
10027,BR-2018-154564,2018,7,4,2018,7,7,J+2,RC-20440,Reinaldo Córdova,Entreprise,Pilar,Alagoas,Brésil,LATAM - Sud,OFF-LA-10004929,Fournitures de bureau,Étiquettes,0.6,"Novimex Color Coded Labels, Laser Printer Compatible",1334.4,4,-934.4
10028,BR-2018-154564,2018,7,4,2018,7,7,J+2,RC-20440,Reinaldo Córdova,Entreprise,Pilar,Alagoas,Brésil,LATAM - Sud,OFF-BI-10000734,Fournitures de bureau,Classeurs,0.6,"Avery Binding Machine, Recycled",170.88,4,-252.32
10029,BR-2018-101623,2018,12,9,2018,12,11,J+2,AV-10825,Amelia Vega,Entreprise,São Miguel dos Campos,Alagoas,Brésil,LATAM - Sud,OFF-FA-10002600,Fournitures de bureau,Éléments de fixation,0.6,"Accos Thumb Tacks, 12 Pack",312,3,-226.2
10030,BR-2017-150763,2017,6,18,2017,6,22,J+2,OP-19690,Onésimo Pagán,Grand public,Pirapora,Minas Gerais,Brésil,LATAM - Sud,TEC-PH-10004505,Produits technologiques,Téléphones,0.6,"Nokia Smart Phone, Full Size",1384.32,4,-519.68
10031,BR-2018-160745,2018,10,29,2018,11,2,Tarif normal,LG-17815,Lorena Garay,Grand public,Surubim,Pernambuco,Brésil,LATAM - Sud,TEC-PH-10001664,Produits technologiques,Téléphones,0.6,"Motorola Office Telephone, VoIP",1656,2,-2028.8
10032,BR-2018-160745,2018,10,29,2018,11,2,Tarif normal,LG-17815,Lorena Garay,Grand public,Surubim,Pernambuco,Brésil,LATAM - Sud,OFF-AR-10001759,Fournitures de bureau,Art,0.6,"Sanford Sketch Pad, Fluorescent",2889.44,2,-3828.56
10033,BR-2018-160745,2018,10,29,2018,11,2,Tarif normal,LG-17815,Lorena Garay,Grand public,Surubim,Pernambuco,Brésil,LATAM - Sud,TEC-AC-10004341,Produits technologiques,Accessoires,0.6,"Belkin Mouse, USB",225.36,3,-299.04
10034,BR-2018-126207,2018,1,17,2018,1,18,Le même jour,JC-16960,Julio Corral,Bureau à domicile,Açu,Río Grande del Norte,Brésil,LATAM - Sud,OFF-SU-10002934,Fournitures de bureau,Fournitures,0.6,"Elite Shears, Serrated",675.84,3,-608.76
10035,BR-2016-168627,2016,4,28,2016,5,3,Tarif normal,AL-10240,Adolfo Lira,Grand public,Bom Jesus da Lapa,Bahía,Brésil,LATAM - Sud,FUR-CH-10002647,Mobilier,Chaises,0.6,"Novimex Rocking Chair, Red",627.2,5,-627.8
10036,BR-2016-168627,2016,4,28,2016,5,3,Tarif normal,AL-10240,Adolfo Lira,Grand public,Bom Jesus da Lapa,Bahía,Brésil,LATAM - Sud,TEC-MA-10002118,Produits technologiques,Machines,0.602,"Konica Printer, Red",765.12,2,-407.6848
10037,BR-2015-156888,2015,6,13,2015,6,18,Tarif normal,QG-20200,Quique Griego,Grand public,Vassouras,Río de Janeiro,Brésil,LATAM - Sud,OFF-ST-10001222,Fournitures de bureau,Stockage,0.6,"Eldon Shelving, Single Width",107.04,2,-85.76
10038,BR-2018-156293,2018,5,6,2018,5,10,Tarif normal,MR-18205,Mafalda Rojo,Entreprise,Indaial,Santa Catarina,Brésil,LATAM - Sud,OFF-BI-10000329,Fournitures de bureau,Classeurs,0.6,"Acco Binder, Durable",179.6,5,-184.4
10039,BR-2015-127306,2015,10,14,2015,10,19,J+2,IE-16255,Inmaculada Escobar,Entreprise,Bezerros,Pernambuco,Brésil,LATAM - Sud,OFF-LA-10002334,Fournitures de bureau,Étiquettes,0.6,"Novimex Removable Labels, Adjustable",267.52,4,-114.08
10040,BR-2015-159436,2015,4,3,2015,4,7,J+2,DC-13480,Débora Ceja,Bureau à domicile,Limoeiro do Norte,Ceará,Brésil,LATAM - Sud,TEC-MA-10004896,Produits technologiques,Machines,0.602,"StarTech Phone, White",1535.25,3,-1627.9548
10041,BR-2015-159436,2015,4,3,2015,4,7,J+2,DC-13480,Débora Ceja,Bureau à domicile,Limoeiro do Norte,Ceará,Brésil,LATAM - Sud,TEC-MA-10002118,Produits technologiques,Machines,0.602,"Konica Printer, Red",1147.67,3,-611.5272
10042,BR-2015-159436,2015,4,3,2015,4,7,J+2,DC-13480,Débora Ceja,Bureau à domicile,Limoeiro do Norte,Ceará,Brésil,LATAM - Sud,OFF-AR-10001777,Fournitures de bureau,Art,0.6,"Binney & Smith Sketch Pad, Water Color",4556.64,3,-3075.96
10043,BR-2015-159436,2015,4,3,2015,4,7,J+2,DC-13480,Débora Ceja,Bureau à domicile,Limoeiro do Norte,Ceará,Brésil,LATAM - Sud,OFF-EN-10003817,Fournitures de bureau,Enveloppes,0.6,"Jiffy Business Envelopes, Security-Tint",184.8,2,-51.2
